Avg-7832,Avg-5411,Avg-5812,Avg-7032,Avg-5983,Avg-4111,Avg-5999,Avg-5691,Avg-4814,Avg-5621,TargetMCC1,AgeGroup_20,AgeGroup_30,AgeGroup_40,MaritalStatus_Married,MaritalStatus_Single,Day_Weekday,Day_Weekend,Gender_F,Gender_M,City_ISL,City_KHI,City_LHR
10,5,0,0,32,0,15,38,0,0,5691,0,1,0,1,0,1,0,1,0,1,0,0
0,44,0,0,7,3,5,0,0,0,5411,1,0,0,1,0,1,0,0,1,1,0,0
85,0,0,0,5,0,0,0,0,0,7832,1,0,0,0,1,0,1,1,0,0,1,0
0,22,10,10,5,5,5,0,0,45,5621,1,0,0,1,0,1,0,0,1,1,0,0
0,1,0,0,32,0,15,10,0,0,5691,0,0,1,0,1,1,0,1,0,0,0,1
0,22,10,3,3,5,7,2,0,48,5621,0,1,0,1,0,1,0,1,0,0,0,1
10,5,0,0,32,0,15,0,0,38,5621,0,0,1,0,1,1,0,0,1,0,1,0
0,22,10,3,3,5,7,2,0,48,5621,0,0,1,1,0,0,1,1,0,0,0,1
65,0,10,0,5,0,0,0,0,0,7832,1,0,0,1,0,0,1,0,1,0,0,1
65,0,0,0,0,20,0,15,0,0,7832,0,1,0,0,1,0,1,1,0,1,0,0
0,0,0,0,5,0,0,45,0,0,5691,0,1,0,1,0,1,0,1,0,1,0,0
0,20,10,10,5,5,5,0,0,45,5621,0,1,0,1,0,1,0,1,0,0,1,0
85,10,0,0,5,0,0,0,0,0,7832,0,1,0,0,1,1,0,1,0,1,0,0
10,25,20,10,5,5,5,5,15,0,5411,1,0,0,1,0,1,0,1,0,0,1,0
5,0,10,10,0,30,0,0,0,0,7832,0,0,1,1,0,1,0,1,0,0,1,0
0,13,69,10,0,0,0,0,0,0,5812,1,0,0,0,1,1,0,1,0,0,1,0
10,2,0,59,24,35,0,0,0,0,7032,0,0,1,1,0,1,0,0,1,0,1,0
0,20,10,10,5,5,5,0,0,45,5621,1,0,0,0,1,1,0,1,0,0,1,0
2,22,10,3,3,5,7,2,0,48,5621,0,1,0,1,0,0,1,1,0,0,0,1
0,4,0,62,32,3,0,0,0,0,7032,1,0,0,0,1,1,0,0,1,0,0,1
10,11,69,18,20,0,0,0,0,0,5812,0,1,0,0,1,1,0,1,0,0,1,0
85,0,10,0,5,0,0,0,0,0,7832,0,0,1,1,0,1,0,0,1,0,1,0
0,44,0,0,32,38,0,10,1,0,4111,0,0,1,1,0,1,0,0,1,0,1,0
0,22,10,10,5,5,5,0,0,45,5621,0,1,0,1,0,1,0,1,0,0,1,0
0,11,0,62,25,0,10,0,0,0,7032,0,0,1,1,0,0,1,0,1,0,0,1
10,5,0,0,32,2,0,0,0,31,5621,1,0,0,1,0,0,1,0,1,0,1,0
0,20,10,10,5,5,5,45,0,0,5691,0,1,0,1,0,1,0,1,0,0,1,0
65,0,0,0,5,20,0,15,0,0,7832,0,1,0,0,1,0,1,1,0,0,1,0
0,44,0,0,25,0,10,10,0,0,5411,0,1,0,1,0,1,0,0,1,0,0,1
65,0,0,0,0,20,0,15,0,0,7832,1,0,0,0,1,0,1,1,0,0,0,1
85,0,10,0,5,0,0,0,0,0,7832,0,0,1,1,0,1,0,1,0,0,1,0
10,5,0,0,32,0,15,0,0,38,5621,1,0,0,0,1,1,0,0,1,0,0,1
0,22,10,3,3,5,7,2,0,48,5621,1,0,0,1,0,1,0,0,1,0,1,0
0,11,69,20,0,0,0,0,0,0,5812,1,0,0,0,1,1,0,1,0,1,0,0
0,44,0,0,5,25,5,20,1,0,5411,1,0,0,1,0,1,0,0,1,1,0,0
65,0,10,0,5,0,0,0,0,0,7832,0,0,1,1,0,1,0,1,0,1,0,0
10,0,0,48,21,5,0,0,0,0,7032,1,0,0,0,1,1,0,0,1,0,1,0
10,25,0,0,5,5,5,0,0,0,5411,0,1,0,0,1,1,0,1,0,0,1,0
0,11,14,20,0,0,0,0,0,0,5812,1,0,0,0,1,1,0,0,1,0,0,1
10,5,0,0,32,0,15,0,0,38,5621,1,0,0,0,1,1,0,0,1,1,0,0
10,5,0,0,32,0,15,0,0,38,5621,1,0,0,0,1,1,0,1,0,0,0,1
0,2,10,10,5,5,5,0,0,20,5411,0,0,1,1,0,1,0,0,1,1,0,0
65,10,14,10,1,0,0,0,0,0,7832,1,0,0,0,1,1,0,0,1,0,1,0
65,0,10,10,5,0,0,0,0,0,7832,0,1,0,0,1,1,0,0,1,0,0,1
10,5,0,0,32,22,0,0,0,31,5983,0,0,1,1,0,1,0,1,0,0,0,1
10,5,0,0,32,0,15,38,0,0,5691,0,0,1,1,0,1,0,1,0,0,1,0
0,21,10,3,3,5,7,48,0,2,5691,0,1,0,1,0,0,1,1,0,0,0,1
0,25,10,10,5,5,5,0,0,45,5621,1,0,0,0,1,0,1,0,1,1,0,0
10,5,0,0,32,0,15,38,0,0,5691,0,0,1,0,1,1,0,1,0,1,0,0
10,2,0,59,21,5,0,0,0,0,7032,1,0,0,0,1,0,1,1,0,0,1,0
85,10,0,0,5,0,0,0,0,0,7832,0,1,0,0,1,0,1,1,0,1,0,0
0,5,0,0,32,0,5,0,0,38,5621,0,0,1,0,1,1,0,0,1,0,0,1
10,5,0,0,32,0,15,0,0,38,5621,1,0,0,0,1,1,0,0,1,0,0,1
10,12,0,50,14,5,0,0,0,0,7032,1,0,0,0,1,1,0,0,1,0,1,0
0,20,10,10,5,5,5,45,0,0,5691,0,1,0,1,0,1,0,1,0,0,1,0
0,13,69,20,0,0,0,0,0,0,5812,0,1,0,0,1,0,1,1,0,0,1,0
0,4,0,61,32,5,0,0,0,0,7032,1,0,0,0,1,0,1,0,1,0,1,0
85,12,10,0,5,0,0,0,0,0,7832,0,0,1,1,0,0,1,0,1,0,1,0
0,21,20,10,5,5,5,5,15,0,5411,1,0,0,0,1,1,0,1,0,0,1,0
10,5,0,0,32,22,0,0,0,31,5983,0,0,1,0,1,1,0,1,0,0,1,0
65,10,0,0,5,0,0,0,0,0,7832,0,1,0,0,1,0,1,0,1,1,0,0
10,25,50,0,5,5,5,5,15,0,5411,0,1,0,1,0,1,0,1,0,0,1,0
0,2,0,62,32,4,0,0,0,0,7032,1,0,0,0,1,1,0,0,1,0,0,1
10,20,50,0,15,5,0,0,0,0,5812,1,0,0,1,0,1,0,1,0,0,1,0
0,11,69,20,0,0,0,0,0,0,5812,0,1,0,0,1,0,1,1,0,1,0,0
0,20,10,10,5,5,5,45,1,0,5691,0,1,0,0,1,0,1,1,0,1,0,0
10,25,20,10,5,5,5,5,15,0,5411,0,1,0,1,0,1,0,1,0,0,1,0
0,11,69,20,0,0,0,0,0,0,5812,0,1,0,1,0,0,1,1,0,0,1,0
85,10,10,0,5,0,0,0,0,0,7832,0,1,0,1,0,0,1,1,0,0,1,0
0,22,10,3,3,5,7,2,0,48,5621,1,0,0,1,0,1,0,1,0,0,1,0
5,0,0,0,0,0,0,45,0,0,7832,0,1,0,0,1,0,1,1,0,0,0,1
0,22,10,3,3,5,7,2,0,48,5621,1,0,0,1,0,0,1,1,0,0,0,1
5,0,0,0,0,0,0,45,0,0,5691,0,1,0,0,1,0,1,1,0,1,0,0
10,25,10,0,5,0,5,0,0,0,5812,0,0,1,1,0,0,1,1,0,0,1,0
55,0,30,0,0,20,0,15,0,0,7832,0,1,0,1,0,0,1,0,1,0,0,1
10,25,20,10,5,5,5,5,15,0,5411,1,0,0,1,0,1,0,1,0,0,1,0
0,22,10,3,3,5,7,48,0,2,5691,0,1,0,1,0,1,0,1,0,0,1,0
0,40,10,0,5,5,5,45,0,0,5691,0,1,0,1,0,1,0,1,0,1,0,0
0,21,10,3,3,5,7,2,0,48,5621,0,1,0,1,0,0,1,1,0,0,1,0
0,11,69,20,0,0,0,0,0,0,5812,0,0,1,0,1,1,0,1,0,0,1,0
0,22,10,3,3,5,7,2,0,48,5621,0,1,0,1,0,1,0,0,1,0,1,0
0,22,10,3,3,5,7,48,0,2,5691,0,0,1,1,0,0,1,1,0,0,1,0
10,0,0,0,0,0,8,45,0,0,5691,1,0,0,0,1,1,0,1,0,0,1,0
0,2,0,62,32,5,0,0,0,0,7032,0,0,1,1,0,0,1,1,0,0,0,1
85,10,14,0,5,0,0,0,0,0,7832,0,0,1,1,0,0,1,0,1,0,1,0
0,14,69,20,0,0,0,0,0,0,5812,1,0,0,0,1,1,0,0,1,1,0,0
0,22,10,3,3,5,7,2,0,48,5621,1,0,0,1,0,1,0,1,0,0,1,0
0,44,0,0,0,23,0,10,0,0,5411,0,1,0,1,0,1,0,1,0,1,0,0
0,20,10,10,5,35,5,45,0,0,5691,0,0,1,1,0,1,0,1,0,1,0,0
10,5,0,0,32,0,15,0,0,38,5621,1,0,0,0,1,1,0,1,0,0,1,0
65,0,0,0,14,0,0,0,0,0,7832,0,1,0,1,0,0,1,0,1,1,0,0
10,5,0,0,32,0,15,0,0,38,5621,1,0,0,0,1,1,0,1,0,1,0,0
0,43,69,10,0,0,0,0,0,0,5812,0,1,0,1,0,0,1,1,0,0,0,1
65,10,20,10,5,0,0,0,0,0,7832,0,1,0,0,1,0,1,1,0,1,0,0
0,44,0,0,5,25,5,20,1,0,5411,0,1,0,1,0,1,0,1,0,0,0,1
10,20,50,0,5,5,0,0,0,0,5812,0,1,0,1,0,1,0,1,0,1,0,0
0,14,69,10,0,0,0,0,0,0,5812,1,0,0,0,1,1,0,1,0,0,1,0
0,11,69,20,0,0,0,0,0,0,5812,0,1,0,0,1,0,1,0,1,1,0,0
65,0,10,10,15,0,0,0,0,0,7832,0,0,1,1,0,0,1,0,1,1,0,0
0,22,10,3,3,5,7,2,0,48,5621,0,0,1,1,0,1,0,1,0,0,1,0
0,22,10,3,3,5,7,2,0,48,5621,1,0,0,0,1,1,0,1,0,1,0,0
0,13,69,18,0,0,0,0,0,0,5812,0,1,0,0,1,0,1,1,0,0,0,1
0,11,69,20,0,0,0,0,0,0,5812,1,0,0,0,1,1,0,0,1,0,0,1
65,0,10,0,5,0,0,0,0,0,7832,0,0,1,1,0,0,1,0,1,0,1,0
2,22,10,3,3,5,7,48,0,2,5691,0,1,0,1,0,1,0,1,0,0,1,0
0,11,0,42,25,0,0,0,0,0,7032,1,0,0,0,1,1,0,1,0,0,1,0
0,20,10,10,5,5,5,0,0,45,5621,0,1,0,1,0,1,0,1,0,1,0,0
10,5,0,0,32,0,15,38,0,0,5691,0,0,1,0,1,1,0,1,0,0,1,0
10,5,0,0,32,0,15,0,0,38,5621,0,1,0,0,1,1,0,0,1,0,1,0
10,5,0,0,32,0,15,0,0,38,5621,1,0,0,0,1,0,1,0,1,1,0,0
10,5,0,0,32,0,15,0,0,38,5621,0,1,0,0,1,0,1,1,0,0,0,1
0,0,0,0,0,0,8,45,15,0,5411,1,0,0,0,1,1,0,0,1,0,1,0
0,28,10,3,3,5,7,48,0,2,5691,0,1,0,1,0,1,0,1,0,1,0,0
85,0,0,0,0,20,0,15,0,0,7832,1,0,0,0,1,1,0,0,1,0,0,1
0,2,0,61,24,5,0,0,0,0,7032,1,0,0,0,1,1,0,0,1,0,0,1
10,5,0,0,32,0,15,0,0,38,5621,0,0,1,0,1,1,0,0,1,0,1,0
0,12,0,0,5,0,0,0,0,0,4111,0,1,0,0,1,0,1,1,0,1,0,0
85,0,10,0,5,0,0,0,0,0,7832,0,0,1,0,1,1,0,0,1,0,1,0
0,20,10,10,5,5,5,0,0,45,5621,0,1,0,0,1,1,0,1,0,0,0,1
65,0,10,0,5,0,0,0,0,0,7832,0,0,1,1,0,1,0,1,0,0,1,0
0,11,69,20,0,0,0,0,0,0,5812,1,0,0,0,1,0,1,1,0,1,0,0
10,5,0,0,32,22,0,0,0,31,5983,0,0,1,1,0,1,0,0,1,0,1,0
0,12,0,62,21,5,0,0,4,0,7032,0,0,1,0,1,0,1,0,1,0,1,0
5,10,10,10,5,0,0,0,0,0,7832,0,0,1,1,0,0,1,0,1,0,1,0
10,40,40,0,5,5,0,0,0,0,5812,0,1,0,1,0,1,0,1,0,0,1,0
85,10,0,0,5,0,0,0,0,0,7832,1,0,0,0,1,0,1,0,1,0,1,0
0,22,10,3,3,5,7,2,0,48,5621,0,0,1,0,1,0,1,0,1,0,0,1
0,20,10,10,5,5,5,0,0,45,5621,1,0,0,1,0,0,1,1,0,0,1,0
0,11,69,20,0,0,0,0,0,0,5812,0,1,0,0,1,0,1,0,1,1,0,0
44,11,29,10,14,0,0,0,0,0,7832,0,0,1,0,1,0,1,0,1,0,0,1
0,11,0,45,27,0,15,0,15,0,7032,1,0,0,0,1,1,0,0,1,0,1,0
85,0,10,0,5,0,0,0,0,0,7832,1,0,0,1,0,0,1,1,0,0,0,1
0,11,69,20,0,0,0,0,0,0,5812,0,0,1,0,1,0,1,1,0,1,0,0
0,10,0,0,5,0,0,0,0,0,4111,1,0,0,0,1,0,1,0,1,0,0,1
0,1,0,62,32,0,0,0,0,0,7032,1,0,0,0,1,0,1,0,1,1,0,0
85,0,0,0,0,20,0,15,0,0,7832,0,1,0,1,0,0,1,1,0,1,0,0
85,0,0,0,5,0,0,0,0,0,7832,0,0,1,0,1,0,1,0,1,0,1,0
0,22,10,13,3,5,7,2,0,48,5621,1,0,0,1,0,1,0,0,1,0,0,1
10,5,0,0,32,0,15,38,0,0,5691,0,0,1,1,0,1,0,0,1,0,1,0
85,0,10,0,5,0,0,0,0,0,7832,0,1,0,0,1,0,1,1,0,0,1,0
0,20,10,10,5,5,5,45,0,0,5691,0,0,1,1,0,1,0,1,0,0,1,0
0,44,20,10,5,5,5,0,0,0,5411,0,1,0,1,0,1,0,1,0,0,1,0
65,10,0,0,5,0,0,0,0,0,7832,0,1,0,0,1,0,1,1,0,0,1,0
10,12,0,48,21,5,0,0,4,0,7032,1,0,0,0,1,1,0,0,1,0,1,0
10,5,0,0,32,0,15,38,0,0,5691,1,0,0,0,1,1,0,1,0,0,1,0
85,10,14,10,5,0,0,0,0,0,7832,0,0,1,1,0,0,1,0,1,0,1,0
0,22,10,3,3,5,7,48,0,2,5691,0,0,1,1,0,0,1,1,0,0,1,0
65,0,12,19,15,30,0,0,4,20,7832,0,0,1,1,0,1,0,0,1,0,1,0
85,10,0,0,5,0,0,0,0,0,7832,0,1,0,0,1,0,1,0,1,0,1,0
0,22,10,3,3,5,7,48,0,2,5691,0,1,0,1,0,0,1,1,0,0,0,1
0,1,0,20,8,2,5,48,0,0,5691,0,0,1,0,1,0,1,1,0,0,0,1
0,20,10,10,5,5,5,0,0,45,5621,0,0,1,0,1,1,0,1,0,0,1,0
4,44,0,0,25,0,10,0,0,0,5411,1,0,0,1,0,0,1,0,1,0,0,1
0,22,10,3,3,5,7,2,0,48,5621,0,1,0,0,1,0,1,1,0,0,0,1
10,12,10,10,24,5,0,0,0,0,5812,0,0,1,1,0,1,0,0,1,0,1,0
0,22,10,3,3,5,7,48,0,2,5691,0,1,0,1,0,1,0,1,0,1,0,0
0,14,0,10,5,38,5,20,1,0,5411,0,1,0,0,1,1,0,0,1,1,0,0
0,22,10,3,3,5,7,2,0,48,5621,0,1,0,1,0,0,1,1,0,1,0,0
0,20,11,14,5,5,0,5,15,2,4111,0,0,1,1,0,0,1,1,0,0,1,0
85,0,10,0,5,0,0,0,0,0,7832,0,1,0,1,0,0,1,0,1,0,1,0
0,11,69,20,0,0,0,0,0,0,5812,1,0,0,0,1,1,0,0,1,0,1,0
0,20,11,14,5,25,0,5,15,2,4111,0,0,1,1,0,1,0,1,0,0,1,0
0,11,69,20,0,0,0,0,0,0,5812,1,0,0,0,1,0,1,1,0,0,0,1
65,0,40,0,5,0,0,0,0,0,7832,1,0,0,0,1,1,0,1,0,0,0,1
0,20,50,10,5,5,5,0,0,45,5621,0,0,1,0,1,1,0,1,0,0,1,0
10,2,0,62,31,5,0,0,0,0,7032,0,1,0,0,1,1,0,0,1,0,0,1
65,0,10,0,5,0,0,0,0,0,7832,1,0,0,0,1,1,0,0,1,0,1,0
65,10,24,10,1,0,0,0,0,0,7832,0,1,0,0,1,0,1,0,1,1,0,0
65,6,0,0,0,20,0,15,0,0,7832,0,1,0,1,0,1,0,1,0,0,0,1
5,0,10,10,5,0,0,0,0,0,7832,0,0,1,0,1,1,0,1,0,0,1,0
0,11,69,20,0,0,0,0,0,0,5812,0,1,0,0,1,0,1,1,0,1,0,0
0,20,10,10,5,5,5,45,0,0,5691,0,0,1,1,0,1,0,1,0,0,1,0
0,20,10,10,5,5,5,45,0,0,5691,1,0,0,1,0,0,1,1,0,1,0,0
10,0,0,9,22,0,10,0,0,0,7832,0,0,1,0,1,1,0,1,0,0,1,0
10,12,0,48,21,5,0,0,4,0,7032,1,0,0,0,1,0,1,0,1,0,1,0
10,5,0,0,32,0,15,0,0,38,5621,0,1,0,1,0,1,0,1,0,1,0,0
0,20,10,10,5,5,5,45,0,0,5691,0,1,0,0,1,1,0,1,0,1,0,0
65,0,14,0,5,0,0,0,0,0,7832,1,0,0,0,1,0,1,1,0,0,1,0
0,4,0,0,0,32,6,45,0,15,5691,1,0,0,0,1,1,0,0,1,1,0,0
0,2,10,62,31,5,0,0,0,0,7032,1,0,0,1,0,1,0,0,1,0,0,1
0,44,11,3,3,23,0,45,10,2,5691,0,0,1,1,0,1,0,1,0,0,1,0
85,0,10,10,5,0,0,0,0,0,7832,0,0,1,1,0,0,1,0,1,0,1,0
0,20,0,0,5,5,5,45,0,0,5691,0,1,0,1,0,1,0,1,0,0,1,0
5,0,10,10,5,0,0,0,0,0,7832,0,0,1,1,0,1,0,1,0,0,1,0
0,44,0,0,5,25,5,20,1,0,5411,0,1,0,1,0,1,0,1,0,1,0,0
10,5,0,0,32,0,15,38,0,0,5691,0,1,0,1,0,1,0,1,0,0,1,0
50,5,0,0,32,0,5,0,0,38,5621,1,0,0,1,0,0,1,0,1,0,0,1
10,12,0,48,21,5,0,0,4,0,7032,1,0,0,0,1,0,1,0,1,1,0,0
0,0,0,0,0,0,8,45,15,0,5691,1,0,0,0,1,1,0,1,0,0,0,1
0,0,10,12,5,5,5,45,0,0,5691,0,0,1,1,0,1,0,0,1,1,0,0
0,13,69,28,0,0,0,0,0,0,5812,1,0,0,0,1,1,0,1,0,0,0,1
10,5,0,0,32,22,0,0,0,31,5983,0,0,1,0,1,1,0,0,1,0,1,0
10,5,0,0,32,0,15,0,0,38,5621,0,0,1,0,1,1,0,1,0,0,1,0
10,5,0,0,32,0,15,0,0,38,5621,1,0,0,1,0,1,0,0,1,0,0,1
10,5,0,0,32,0,15,0,0,38,5621,0,0,1,0,1,1,0,1,0,0,0,1
0,22,10,3,3,5,7,2,0,48,5621,1,0,0,0,1,1,0,1,0,0,1,0
0,21,0,10,5,5,5,0,0,0,4111,1,0,0,0,1,0,1,1,0,0,1,0
0,44,0,0,5,5,5,20,0,0,5411,0,1,0,1,0,1,0,1,0,1,0,0
65,10,0,10,5,0,0,0,0,0,7832,0,1,0,0,1,1,0,1,0,1,0,0
0,1,0,62,31,5,0,0,0,0,7032,1,0,0,1,0,0,1,0,1,0,0,1
10,25,20,10,5,5,5,5,15,0,5411,0,1,0,1,0,0,1,1,0,0,0,1
0,0,10,19,5,5,5,0,0,45,5621,1,0,0,1,0,1,0,0,1,0,1,0
10,5,0,0,32,0,15,38,0,0,5691,0,1,0,0,1,1,0,1,0,0,1,0
10,20,40,10,5,5,5,0,0,45,5621,0,1,0,1,0,1,0,1,0,0,1,0
65,0,0,0,0,20,0,15,0,0,7832,1,0,0,0,1,0,1,1,0,0,0,1
0,11,69,20,0,0,0,0,0,0,5812,1,0,0,0,1,0,1,1,0,1,0,0
85,10,0,0,5,0,0,0,0,0,7832,1,0,0,0,1,1,0,0,1,0,1,0
0,21,19,14,5,5,0,0,0,45,5621,0,1,0,1,0,0,1,1,0,0,1,0
85,10,0,0,5,0,0,0,0,0,7832,0,1,0,0,1,0,1,0,1,0,1,0
65,0,0,0,0,20,0,15,0,0,7832,0,1,0,1,0,0,1,1,0,1,0,0
0,44,0,0,5,5,5,0,0,0,5411,1,0,0,0,1,1,0,0,1,1,0,0
10,25,50,3,32,5,0,0,0,8,5621,0,0,1,1,0,1,0,1,0,0,1,0
0,20,10,10,5,5,5,0,0,45,5621,1,0,0,1,0,0,1,1,0,0,1,0
0,12,0,62,21,5,0,0,0,0,7032,0,1,0,0,1,1,0,1,0,0,0,1
0,22,10,3,3,5,7,48,0,2,5691,0,0,1,1,0,1,0,1,0,1,0,0
44,10,30,10,15,0,0,0,0,0,7832,0,1,0,1,0,0,1,0,1,0,0,1
0,44,69,20,0,0,10,10,0,0,5812,0,1,0,1,0,1,0,1,0,1,0,0
85,0,0,0,0,20,0,15,0,0,7832,0,1,0,1,0,0,1,1,0,0,0,1
65,0,0,0,0,20,0,15,0,0,7832,1,0,0,0,1,0,1,1,0,1,0,0
85,0,0,0,0,20,0,15,0,0,7832,0,0,1,0,1,1,0,1,0,0,0,1
65,0,0,0,0,20,0,15,0,0,7832,0,1,0,0,1,0,1,1,0,1,0,0
10,5,0,0,32,22,0,0,0,31,5983,0,0,1,0,1,1,0,0,1,0,1,0
0,12,10,10,5,5,5,0,0,45,5621,0,1,0,1,0,1,0,0,1,0,0,1
0,0,0,0,0,0,0,45,0,0,5691,1,0,0,0,1,1,0,1,0,0,1,0
10,5,0,0,32,0,15,38,0,0,5691,0,0,1,1,0,0,1,1,0,0,1,0
10,5,0,0,32,0,15,0,0,38,5621,1,0,0,0,1,1,0,0,1,0,1,0
10,25,20,0,5,5,5,0,0,0,5621,1,0,0,1,0,0,1,1,0,0,0,1
0,0,0,15,5,5,5,0,0,0,7032,1,0,0,0,1,1,0,0,1,0,1,0
0,22,10,3,3,5,7,48,0,2,5691,1,0,0,1,0,0,1,1,0,0,0,1
0,20,10,10,5,5,5,45,0,0,5691,0,1,0,1,0,1,0,1,0,1,0,0
10,0,0,0,32,0,15,0,0,38,5621,1,0,0,0,1,0,1,1,0,1,0,0
0,20,10,10,5,5,5,0,0,45,5621,0,0,1,1,0,1,0,0,1,0,1,0
0,20,10,10,5,5,5,0,0,45,5621,1,0,0,0,1,1,0,0,1,0,1,0
10,5,0,0,32,0,15,0,0,38,5621,0,1,0,1,0,1,0,0,1,0,1,0
0,20,10,10,5,5,5,45,0,0,5691,0,0,1,1,0,1,0,1,0,0,1,0
10,5,0,0,32,20,15,0,0,38,5621,0,0,1,1,0,1,0,0,1,0,1,0
65,0,14,10,5,0,0,0,0,0,7832,1,0,0,0,1,1,0,0,1,0,1,0
10,5,0,0,32,0,15,0,0,38,5621,1,0,0,1,0,1,0,0,1,1,0,0
85,5,0,0,32,20,0,0,0,0,7832,0,1,0,1,0,1,0,0,1,0,0,1
0,44,0,0,22,0,15,10,0,0,5411,0,0,1,1,0,1,0,0,1,0,1,0
0,22,10,3,3,5,7,2,0,48,5621,1,0,0,0,1,0,1,1,0,0,0,1
0,20,10,10,5,5,5,0,0,45,5621,1,0,0,0,1,1,0,1,0,0,1,0
0,1,0,0,32,32,0,10,0,0,4111,0,1,0,1,0,1,0,1,0,0,0,1
0,44,0,0,7,3,5,0,0,0,5411,1,0,0,0,1,1,0,0,1,1,0,0
10,2,0,0,32,5,0,0,0,0,7032,0,0,1,1,0,1,0,1,0,0,1,0
65,10,20,10,5,0,0,0,0,0,7832,0,1,0,0,1,0,1,1,0,0,0,1
0,12,0,42,21,5,0,0,0,0,7032,1,0,0,0,1,1,0,1,0,0,1,0
10,25,20,10,5,5,5,5,15,0,5411,0,1,0,1,0,1,0,1,0,0,0,1
10,2,0,48,21,5,0,0,0,0,7032,1,0,0,0,1,1,0,0,1,0,1,0
0,11,0,42,21,5,0,0,4,0,7032,1,0,0,0,1,1,0,0,1,1,0,0
0,40,0,10,5,5,5,0,0,0,5411,1,0,0,0,1,1,0,0,1,0,1,0
0,44,19,20,0,0,6,44,0,0,5691,0,0,1,1,0,1,0,0,1,1,0,0
65,0,14,0,5,0,0,0,0,0,7832,1,0,0,0,1,0,1,1,0,1,0,0
0,0,0,42,22,2,0,0,0,0,7032,1,0,0,0,1,1,0,0,1,0,0,1
0,22,10,3,3,5,7,2,0,48,5621,1,0,0,1,0,0,1,1,0,0,1,0
10,22,20,0,5,5,5,0,0,0,5411,0,1,0,1,0,1,0,1,0,0,1,0
10,25,20,10,5,5,5,5,15,0,5411,0,1,0,0,1,1,0,1,0,1,0,0
65,0,0,0,0,20,0,15,0,0,5691,0,1,0,0,1,0,1,0,1,1,0,0
10,5,0,0,32,0,15,0,0,38,5621,1,0,0,0,1,1,0,0,1,0,0,1
10,22,20,10,5,5,5,5,15,0,5411,1,0,0,1,0,1,0,1,0,0,1,0
65,0,10,0,5,0,0,0,0,0,7832,0,1,0,0,1,1,0,1,0,1,0,0
0,8,0,0,32,0,10,10,0,0,4111,0,0,1,1,0,1,0,1,0,0,0,1
0,22,10,3,3,5,7,48,0,2,5691,0,0,1,1,0,0,1,1,0,0,0,1
0,20,10,10,5,5,5,45,0,0,5691,0,1,0,0,1,0,1,1,0,0,1,0
0,11,69,20,0,0,0,0,0,0,5812,0,1,0,0,1,1,0,1,0,0,0,1
0,11,0,62,25,5,0,0,0,0,7032,0,1,0,0,1,0,1,1,0,1,0,0
0,10,0,48,25,0,0,0,0,0,7032,1,0,0,0,1,1,0,1,0,0,1,0
10,5,0,0,32,0,15,0,0,38,5621,1,0,0,0,1,1,0,0,1,0,0,1
10,25,20,10,5,5,5,5,15,0,5411,0,1,0,1,0,1,0,0,1,0,0,1
0,20,10,10,5,5,5,45,0,0,5691,0,1,0,1,0,1,0,1,0,1,0,0
0,20,10,10,5,5,5,0,0,45,5621,0,1,0,0,1,0,1,1,0,0,1,0
0,22,10,3,3,5,7,2,0,48,5621,0,1,0,1,0,1,0,0,1,1,0,0
10,5,0,0,32,0,15,38,0,0,5691,1,0,0,0,1,1,0,1,0,0,1,0
0,20,10,10,5,5,5,0,0,45,5621,1,0,0,1,0,1,0,0,1,1,0,0
10,0,0,0,0,0,0,48,0,0,5691,1,0,0,0,1,0,1,1,0,1,0,0
10,5,0,0,32,0,15,0,0,38,5621,1,0,0,1,0,0,1,0,1,0,0,1
0,11,69,20,0,0,8,45,0,0,5691,1,0,0,0,1,0,1,1,0,1,0,0
0,0,0,45,22,0,15,0,15,0,7032,1,0,0,0,1,0,1,0,1,0,1,0
65,0,0,0,0,20,0,15,0,0,7832,0,1,0,0,1,1,0,1,0,0,1,0
65,0,0,0,0,20,0,15,0,0,7832,1,0,0,0,1,1,0,1,0,0,1,0
65,12,0,48,21,0,0,0,4,0,7032,1,0,0,0,1,0,1,0,1,0,0,1
0,22,10,3,3,5,7,48,0,2,5691,0,0,1,1,0,1,0,1,0,0,1,0
10,10,0,48,21,0,0,0,0,0,7032,1,0,0,0,1,1,0,1,0,0,1,0
0,20,10,0,5,5,0,45,0,0,5691,0,0,1,1,0,0,1,1,0,0,1,0
0,20,11,14,3,5,0,5,15,2,4111,0,0,1,1,0,1,0,0,1,0,1,0
10,20,50,0,15,5,0,0,0,0,5812,0,1,0,0,1,0,1,1,0,0,0,1
85,0,0,0,0,20,0,15,0,0,7832,0,0,1,1,0,0,1,0,1,1,0,0
85,10,0,0,5,0,0,0,0,0,7832,1,0,0,0,1,0,1,0,1,0,0,1
10,5,0,0,32,0,15,0,0,38,5621,1,0,0,0,1,1,0,1,0,0,1,0
0,10,69,18,0,0,0,0,0,0,5812,1,0,0,0,1,0,1,1,0,0,0,1
10,25,50,0,32,5,0,0,0,0,5812,0,1,0,1,0,1,0,1,0,0,1,0
10,5,0,0,32,0,15,0,0,38,5621,1,0,0,1,0,0,1,0,1,0,1,0
10,5,0,0,32,0,15,0,0,38,5621,1,0,0,1,0,1,0,1,0,0,1,0
0,13,69,18,0,0,0,0,0,0,5812,0,1,0,0,1,1,0,1,0,1,0,0
